28223,22,(D04) To answer a question by confirming,(D04) To answer a question by confirming,(D04) To answer a question by confirming
28223,23,(D08) Disagreement,(D08) Disagreement,(D05) To answer a question by disconfirming
28223,24,(D10) To provide informing statement,(D06) Answer - Other,(D10) To provide informing statement
28223,25,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28223,26,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28223,27,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28223,28,(D08) Disagreement,(D08) Disagreement,(D05) To answer a question by disconfirming
28223,29,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28223,30,(D04) To answer a question by confirming,(D04) To answer a question by confirming,(D04) To answer a question by confirming
28223,31,(D02) To ask what/how question,(D02) To ask what/how question,(D01) To ask a check question
28223,32,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28223,33,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28223,34,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D06) Answer - Other
28223,35,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28223,36,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28223,37,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28223,38,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28223,39,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D08) Disagreement
28223,40,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28224,1,(D03) To ask other kind of questions,(D09) Other,(D03) To ask other kind of questions
28224,2,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28224,3,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28224,4,(D10) To provide informing statement,(D10) To provide informing statement,(D10) To provide informing statement
28224,5,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28224,6,(D10) To provide informing statement,(D01) To ask a check question,(D06) Answer - Other
28224,7,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28224,8,(D10) To provide informing statement,(D10) To provide informing statement,(D06) Answer - Other
28224,9,(D08) Disagreement,(D10) To provide informing statement,(D08) Disagreement
28224,10,(D03) To ask other kind of questions,(D01) To ask a check question,(D03) To ask other kind of questions
28224,11,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28224,12,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28224,13,(D08) Disagreement,(D08) Disagreement,(D10) To provide informing statement
28224,14,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28224,15,(D08) Disagreement,(D02) To ask what/how question,(D08) Disagreement
28224,16,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28224,17,(D07) Agreement,(D05) To answer a question by disconfirming,(D07) Agreement
28224,18,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28224,19,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28224,20,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28224,21,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28224,22,(D10) To provide informing statement,(D01) To ask a check question,(D06) Answer - Other
28224,23,(D06) Answer - Other,(D05) To answer a question by disconfirming,(D06) Answer - Other
28224,24,(D10) To provide informing statement,(D10) To provide informing statement,(D06) Answer - Other
28224,25,(D03) To ask other kind of questions,(D05) To answer a question by disconfirming,(D03) To ask other kind of questions
28224,26,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28224,27,(D06) Answer - Other,(D02) To ask what/how question,(D06) Answer - Other
28224,28,(D02) To ask what/how question,(D01) To ask a check question,(D02) To ask what/how question
28224,29,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28224,30,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28224,31,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28224,32,(D01) To ask a check question,(D01) To ask a check question,(D09) Other
28224,33,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28224,34,(D01) To ask a check question,(D01) To ask a check question,(D01) To ask a check question
28224,35,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28224,36,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28224,37,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28224,38,(D08) Disagreement,(D10) To provide informing statement,(D08) Disagreement
28224,39,(D09) Other,(D10) To provide informing statement,(D09) Other
28225,1,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28225,2,(D10) To provide informing statement,(D06) Answer - Other,(D10) To provide informing statement
28225,3,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28225,4,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28225,5,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28225,6,(D04) To answer a question by confirming,(D04) To answer a question by confirming,(D05) To answer a question by disconfirming
28225,7,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28225,8,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28225,9,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28225,10,(D08) Disagreement,(D08) Disagreement,(D10) To provide informing statement
28225,11,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28225,12,(D10) To provide informing statement,(D06) Answer - Other,(D10) To provide informing statement
28225,13,(D08) Disagreement,(D08) Disagreement,(D06) Answer - Other
28225,14,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28225,15,(D02) To ask what/how question,(D02) To ask what/how question,(D01) To ask a check question
28225,16,(D04) To answer a question by confirming,(D04) To answer a question by confirming,(D06) Answer - Other
28225,17,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28225,18,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28225,19,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28225,20,(D04) To answer a question by confirming,(D04) To answer a question by confirming,(D04) To answer a question by confirming
28225,21,(D08) Disagreement,(D08) Disagreement,(D05) To answer a question by disconfirming
28225,22,(D10) To provide informing statement,(D06) Answer - Other,(D10) To provide informing statement
28225,23,(D08) Disagreement,(D10) To provide informing statement,(D08) Disagreement
28225,24,(D08) Disagreement,(D08) Disagreement,(D05) To answer a question by disconfirming
28225,25,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28225,26,(D08) Disagreement,(D08) Disagreement,(D05) To answer a question by disconfirming
28225,27,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28225,28,(D10) To provide informing statement,(D06) Answer - Other,(D02) To ask what/how question
28225,29,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28225,30,(D06) Answer - Other,(D06) Answer - Other,(D06) Answer - Other
28225,31,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28225,32,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D06) Answer - Other
28225,33,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28225,34,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D06) Answer - Other
28225,35,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28225,36,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28225,37,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28225,38,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28226,1,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D09) Other
28226,2,(D10) To provide informing statement,(D06) Answer - Other,(D10) To provide informing statement
28226,3,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28226,4,(D01) To ask a check question,(D01) To ask a check question,(D01) To ask a check question
28226,5,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28226,6,(D10) To provide informing statement,(D06) Answer - Other,(D10) To provide informing statement
28226,7,(D06) Answer - Other,(D06) Answer - Other,(D10) To provide informing statement
28226,8,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D01) To ask a check question
28226,9,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28226,10,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28226,11,(D06) Answer - Other,(D06) Answer - Other,(D08) Disagreement
28226,12,(D10) To provide informing statement,(D10) To provide informing statement,(D06) Answer - Other
28226,13,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28226,14,(D01) To ask a check question,(D01) To ask a check question,(D06) Answer - Other
28226,15,(D06) Answer - Other,(D06) Answer - Other,(D07) Agreement
28226,16,(D04) To answer a question by confirming,(D04) To answer a question by confirming,(D04) To answer a question by confirming
28226,17,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28226,18,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28226,19,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28226,20,(D01) To ask a check question,(D01) To ask a check question,(D01) To ask a check question
28226,21,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28226,22,(D10) To provide informing statement,(D06) Answer - Other,(D10) To provide informing statement
28226,23,(D06) Answer - Other,(D06) Answer - Other,(D05) To answer a question by disconfirming
28226,24,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28226,25,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28226,26,(D01) To ask a check question,(D01) To ask a check question,(D01) To ask a check question
28226,27,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28226,28,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28226,29,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D02) To ask what/how question
28226,30,(D01) To ask a check question,(D01) To ask a check question,(D01) To ask a check question
28226,31,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28226,32,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D01) To ask a check question
28226,33,(D06) Answer - Other,(D06) Answer - Other,(D02) To ask what/how question
28226,34,(D06) Answer - Other,(D06) Answer - Other,(D06) Answer - Other
28226,35,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28226,36,(D09) Other,(D09) Other,(D06) Answer - Other
28226,37,(D09) Other,(D09) Other,(D10) To provide informing statement
28227,1,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28227,2,(D10) To provide informing statement,(D02) To ask what/how question,(D06) Answer - Other
28227,3,(D08) Disagreement,(D06) Answer - Other,(D06) Answer - Other
28227,4,(D05) To answer a question by disconfirming,(D10) To provide informing statement,(D06) Answer - Other
28227,5,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28227,6,(D01) To ask a check question,(D10) To provide informing statement,(D06) Answer - Other
28227,7,(D08) Disagreement,(D10) To provide informing statement,(D09) Other
28227,8,(D03) To ask other kind of questions,(D01) To ask a check question,(D01) To ask a check question
28227,9,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28227,10,(D08) Disagreement,(D03) To ask other kind of questions,(D03) To ask other kind of questions
28227,11,(D04) To answer a question by confirming,(D01) To ask a check question,(D01) To ask a check question
28227,12,(D10) To provide informing statement,(D01) To ask a check question,(D01) To ask a check question
28227,13,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28227,14,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28227,15,(D05) To answer a question by disconfirming,(D08) Disagreement,(D08) Disagreement
28227,16,(D10) To provide informing statement,(D10) To provide informing statement,(D08) Disagreement
28227,17,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28227,18,(D07) Agreement,(D10) To provide informing statement,(D09) Other
28227,19,(D01) To ask a check question,(D01) To ask a check question,(D01) To ask a check question
28227,20,(D10) To provide informing statement,(D09) Other,(D09) Other
28227,21,(D08) Disagreement,(D02) To ask what/how question,(D08) Disagreement
28227,22,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D05) To answer a question by disconfirming
28227,23,(D08) Disagreement,(D06) Answer - Other,(D08) Disagreement
28227,24,(D02) To ask what/how question,(D10) To provide informing statement,(D06) Answer - Other
28227,25,(D03) To ask other kind of questions,(D01) To ask a check question,(D01) To ask a check question
28227,26,(D08) Disagreement,(D10) To provide informing statement,(D06) Answer - Other
28227,27,(D03) To ask other kind of questions,(D01) To ask a check question,(D01) To ask a check question
28227,28,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D06) Answer - Other
28227,29,(D08) Disagreement,(D06) Answer - Other,(D07) Agreement
28227,30,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28227,31,(D06) Answer - Other,(D10) To provide informing statement,(D06) Answer - Other
28227,32,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D08) Disagreement
28227,33,(D05) To answer a question by disconfirming,(D08) Disagreement,(D07) Agreement
28227,34,(D09) Other,(D09) Other,(D06) Answer - Other
28227,35,(D08) Disagreement,(D09) Other,(D07) Agreement
28227,36,(D07) Agreement,(D09) Other,(D05) To answer a question by disconfirming
28228,1,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D03) To ask other kind of questions
28228,2,(D10) To provide informing statement,(D10) To provide informing statement,(D06) Answer - Other
28228,3,(D03) To ask other kind of questions,(D01) To ask a check question,(D01) To ask a check question
28228,4,(D04) To answer a question by confirming,(D04) To answer a question by confirming,(D04) To answer a question by confirming
28228,5,(D03) To ask other kind of questions,(D01) To ask a check question,(D01) To ask a check question
28228,6,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28228,7,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28228,8,(D04) To answer a question by confirming,(D06) Answer - Other,(D06) Answer - Other
28228,9,(D03) To ask other kind of questions,(D01) To ask a check question,(D03) To ask other kind of questions
28228,10,(D10) To provide informing statement,(D04) To answer a question by confirming,(D04) To answer a question by confirming
28228,11,(D03) To ask other kind of questions,(D01) To ask a check question,(D01) To ask a check question
28228,12,(D08) Disagreement,(D08) Disagreement,(D05) To answer a question by disconfirming
28228,13,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D03) To ask other kind of questions
28228,14,(D10) To provide informing statement,(D10) To provide informing statement,(D06) Answer - Other
28228,15,(D08) Disagreement,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28228,16,(D07) Agreement,(D06) Answer - Other,(D06) Answer - Other
28228,17,(D10) To provide informing statement,(D05) To answer a question by disconfirming,(D04) To answer a question by confirming
28228,18,(D08) Disagreement,(D06) Answer - Other,(D06) Answer - Other
28228,19,(D08) Disagreement,(D04) To answer a question by confirming,(D06) Answer - Other
28228,20,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28228,21,(D02) To ask what/how question,(D01) To ask a check question,(D01) To ask a check question
28228,22,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28228,23,(D08) Disagreement,(D01) To ask a check question,(D01) To ask a check question
28228,24,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28228,25,(D08) Disagreement,(D08) Disagreement,(D10) To provide informing statement
28228,26,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28228,27,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28228,28,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28228,29,(D08) Disagreement,(D10) To provide informing statement,(D06) Answer - Other
28228,30,(D07) Agreement,(D10) To provide informing statement,(D06) Answer - Other
28228,31,(D10) To provide informing statement,(D08) Disagreement,(D08) Disagreement
28228,32,(D08) Disagreement,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28228,33,(D08) Disagreement,(D09) Other,(D09) Other
28228,34,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28228,35,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28228,36,(D07) Agreement,(D08) Disagreement,(D08) Disagreement
28229,1,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28229,2,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28229,3,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28229,4,(D04) To answer a question by confirming,(D04) To answer a question by confirming,(D05) To answer a question by disconfirming
28229,5,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28229,6,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28229,7,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28229,8,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D10) To provide informing statement
28229,9,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28229,10,(D08) Disagreement,(D08) Disagreement,(D10) To provide informing statement
28229,11,(D08) Disagreement,(D08) Disagreement,(D06) Answer - Other
28229,12,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28229,13,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D01) To ask a check question
28229,14,(D08) Disagreement,(D08) Disagreement,(D06) Answer - Other
28229,15,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28229,16,(D08) Disagreement,(D08) Disagreement,(D10) To provide informing statement
28229,17,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D08) Disagreement
28229,18,(D04) To answer a question by confirming,(D04) To answer a question by confirming,(D04) To answer a question by confirming
28229,19,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D05) To answer a question by disconfirming
28229,20,(D10) To provide informing statement,(D06) Answer - Other,(D10) To provide informing statement
28229,21,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28229,22,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming
28229,23,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28229,24,(D08) Disagreement,(D08) Disagreement,(D05) To answer a question by disconfirming
28229,25,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28229,26,(D04) To answer a question by confirming,(D04) To answer a question by confirming,(D02) To ask what/how question
28229,27,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28229,28,(D06) Answer - Other,(D06) Answer - Other,(D06) Answer - Other
28229,29,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28229,30,(D08) Disagreement,(D08) Disagreement,(D06) Answer - Other
28229,31,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28229,32,(D05) To answer a question by disconfirming,(D05) To answer a question by disconfirming,(D06) Answer - Other
28229,33,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D02) To ask what/how question
28229,34,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28229,35,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28229,36,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28230,1,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D03) To ask other kind of questions
28230,2,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28230,3,(D10) To provide informing statement,(D10) To provide informing statement,(D06) Answer - Other
28230,4,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28230,5,(D06) Answer - Other,(D09) Other,(D09) Other
28230,6,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28230,7,(D08) Disagreement,(D06) Answer - Other,(D06) Answer - Other
28230,8,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28230,9,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28230,10,(D02) To ask what/how question,(D02) To ask what/how question,(D05) To answer a question by disconfirming
28230,11,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28230,12,(D02) To ask what/how question,(D08) Disagreement,(D08) Disagreement
28230,13,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28230,14,(D08) Disagreement,(D10) To provide informing statement,(D08) Disagreement
28230,15,(D08) Disagreement,(D10) To provide informing statement,(D06) Answer - Other
28230,16,(D03) To ask other kind of questions,(D03) To ask other kind of questions,(D03) To ask other kind of questions
28230,17,(D08) Disagreement,(D06) Answer - Other,(D06) Answer - Other
28230,18,(D07) Agreement,(D10) To provide informing statement,(D06) Answer - Other
28230,19,(D08) Disagreement,(D01) To ask a check question,(D01) To ask a check question
28230,20,(D02) To ask what/how question,(D03) To ask other kind of questions,(D03) To ask other kind of questions
28230,21,(D02) To ask what/how question,(D08) Disagreement,(D08) Disagreement
28230,22,(D03) To ask other kind of questions,(D01) To ask a check question,(D01) To ask a check question
28230,23,(D07) Agreement,(D08) Disagreement,(D08) Disagreement
28230,24,(D07) Agreement,(D01) To ask a check question,(D01) To ask a check question
28230,25,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28230,26,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28230,27,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28230,28,(D07) Agreement,(D02) To ask what/how question,(D02) To ask what/how question
28230,29,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28230,30,(D04) To answer a question by confirming,(D03) To ask other kind of questions,(D03) To ask other kind of questions
28230,31,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28230,32,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28230,33,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28230,34,(D07) Agreement,(D09) Other,(D09) Other
28231,1,(D02) To ask what/how question,(D02) To ask what/how question,(D02) To ask what/how question
28231,2,(D04) To answer a question by confirming,(D06) Answer - Other,(D05) To answer a question by disconfirming
28231,3,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28231,4,(D08) Disagreement,(D05) To answer a question by disconfirming,(D08) Disagreement
28231,5,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28231,6,(D03) To ask other kind of questions,(D06) Answer - Other,(D03) To ask other kind of questions
28231,7,(D08) Disagreement,(D08) Disagreement,(D10) To provide informing statement
28231,8,(D10) To provide informing statement,(D06) Answer - Other,(D10) To provide informing statement
28231,9,(D08) Disagreement,(D02) To ask what/how question,(D06) Answer - Other
28231,10,(D08) Disagreement,(D06) Answer - Other,(D08) Disagreement
28231,11,(D03) To ask other kind of questions,(D01) To ask a check question,(D01) To ask a check question
28231,12,(D10) To provide informing statement,(D06) Answer - Other,(D06) Answer - Other
28231,13,(D08) Disagreement,(D08) Disagreement,(D08) Disagreement
28231,14,(D08) Disagreement,(D06) Answer - Other,(D08) Disagreement
28231,15,(D08) Disagreement,(D03) To ask other kind of questions,(D08) Disagreement
